day,event,content,mental_state,personality
19,training,"Agent_cdc70 trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious
19,intent,Agent_86853 is preparing to fight the Entity.,determined,brave
19,intent,Agent_3d10e is preparing to fight the Entity.,hopeful,cautious
19,intent,Agent_f5759 is preparing to fight the Entity.,calm,brave
19,dialogue,"Agent_ba26e talks with Agent_6f7e7: ""---""",N/A,N/A
19,training,"Agent_19c44 trained in the village: +2 health, +0 attack, +1 defense.",determined,empathetic
19,training,"Agent_78e3e trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious
19,intent,Agent_5f8a9 is preparing to fight the Entity.,hopeful,curious
19,training,"Agent_bec91 trained in the village: +1 health, +1 attack, +0 defense.",determined,empathetic
19,training,"Agent_65c82 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,brave
19,intent,Agent_56048 is preparing to fight the Entity.,determined,curious
19,intent,Agent_814e6 is preparing to fight the Entity.,hopeful,brave
20,intent,Agent_18dda is preparing to fight the Entity.,determined,curious
20,intent,Agent_e7e63 is preparing to fight the Entity.,determined,empathetic
20,dialogue,"Agent_007b6 talks with Agent_6f7e7: ""---""",N/A,N/A
20,dialogue,"Agent_dc6cb talks with Agent_a35f9: ""Agent_dc6cb: Hey Agent_a35f9, are you okay?
Agent_a35f9: Not really. The Entity is coming this year, and I'm afraid I won't make it.
Agent_dc6cb: I know it's scary, but we have to keep hopeful.
Agent_a35f9: Yes, I guess so, but what if she kills me and then you?
Agent_dc6cb: We'll figure out a way to survive, Agent_a35f9.
Agent_a35f9: That's easy for you to say. You're still young and haven'""",N/A,N/A
20,intent,Agent_07080 is preparing to fight the Entity.,determined,brave
20,training,"Agent_ac126 trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious
20,training,"Agent_d1876 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
20,dialogue,"Agent_da3ff talks with Agent_b3042: ""---""",N/A,N/A
20,training,"Agent_7077c trained in the village: +1 health, +0 attack, +0 defense.",determined,empathetic
20,training,"Agent_20512 trained in the village: +2 health, +1 attack, +1 defense.",determined,empathetic
20,training,"Agent_22c84 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,curious
20,training,"Agent_09019 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,aggressive
20,rest,Agent_742b1 took time to rest and feels more at peace.,determined,curious
20,training,"Agent_b3042 trained in the village: +1 health, +0 attack, +0 defense.",determined,curious
20,training,"Agent_a1e8a trained in the village: +1 health, +1 attack, +1 defense.",hopeful,aggressive
20,training,"Agent_b0cdc trained in the village: +2 health, +1 attack, +0 defense.",determined,aggressive
20,training,"Agent_a35f9 trained in the village: +1 health, +0 attack, +0 defense.",determined,curious
20,rest,Agent_6f7e7 took time to rest and feels more at peace.,hopeful,brave
20,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
20,dialogue,"Agent_1164b talks with Agent_ba26e: ""---""",N/A,N/A
20,intent,Agent_7d1ba is preparing to fight the Entity.,hopeful,curious
20,rest,Agent_248d7 took time to rest and feels more at peace.,hopeful,cautious
20,intent,Agent_9e158 is preparing to fight the Entity.,hopeful,empathetic
20,rest,Agent_2ad13 took time to rest and feels more at peace.,determined,brave
20,training,"Agent_de986 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
20,rest,Agent_e957d took time to rest and feels more at peace.,hopeful,cautious
20,training,"Agent_9f46d trained in the village: +1 health, +1 attack, +0 defense.",determined,aggressive
20,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
20,rest,Agent_e3fcf took time to rest and feels more at peace.,hopeful,empathetic
20,rest,Agent_c39e9 took time to rest and feels more at peace.,calm,empathetic
20,intent,Agent_c44a6 is preparing to fight the Entity.,afraid,cautious
20,rest,Agent_cdc70 took time to rest and feels more at peace.,determined,cautious
20,intent,Agent_86853 is preparing to fight the Entity.,determined,brave
20,intent,Agent_cca20 is preparing to fight the Entity.,determined,curious
20,training,"Agent_19c44 trained in the village: +2 health, +0 attack, +1 defense.",determined,empathetic
20,intent,Agent_78e3e is preparing to fight the Entity.,determined,cautious
20,rest,Agent_5f8a9 took time to rest and feels more at peace.,hopeful,curious
20,intent,Agent_bec91 is preparing to fight the Entity.,determined,empathetic
20,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,brave
20,training,"Agent_56048 trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
20,intent,Agent_814e6 is preparing to fight the Entity.,hopeful,brave
21,intent,Agent_c73dd is preparing to fight the Entity.,determined,cautious
21,training,"Agent_e7e63 trained in the village: +2 health, +1 attack, +1 defense.",determined,empathetic
21,training,"Agent_e3113 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,curious
21,dialogue,"Agent_007b6 talks with Agent_e7e63: ""---""",N/A,N/A
21,training,"Agent_dc6cb trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
21,training,"Agent_ac126 trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious
21,training,"Agent_d1876 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
21,dialogue,"Agent_fcca1 talks with Agent_86853: ""---""",N/A,N/A
21,rest,Agent_da3ff took time to rest and feels more at peace.,determined,empathetic
21,training,"Agent_7077c trained in the village: +2 health, +0 attack, +0 defense.",determined,empathetic
21,training,"Agent_22c84 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,curious
21,dialogue,"Agent_742b1 talks with Agent_18dda: ""---""",N/A,N/A
21,training,"Agent_b3042 trained in the village: +1 health, +1 attack, +0 defense.",determined,curious
21,intent,Agent_a1e8a is preparing to fight the Entity.,hopeful,aggressive
21,training,"Agent_a35f9 trained in the village: +2 health, +1 attack, +1 defense.",determined,curious
21,rest,Agent_6f7e7 took time to rest and feels more at peace.,hopeful,brave
21,training,"Agent_86364 trained in the village: +2 health, +0 attack, +0 defense.",determined,brave
21,intent,Agent_1164b is preparing to fight the Entity.,hopeful,curious
21,intent,Agent_b32fa is preparing to fight the Entity.,calm,cautious
21,training,"Agent_248d7 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious
21,training,"Agent_9e158 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,empathetic
21,intent,Agent_2ad13 is preparing to fight the Entity.,determined,brave
21,training,"Agent_de986 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave
21,dialogue,"Agent_e957d talks with Agent_248d7: ""---""",N/A,N/A
21,intent,Agent_9f46d is preparing to fight the Entity.,determined,aggressive
21,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
21,rest,Agent_e3fcf took time to rest and feels more at peace.,hopeful,empathetic
21,rest,Agent_c39e9 took time to rest and feels more at peace.,calm,empathetic
21,intent,Agent_c44a6 is preparing to fight the Entity.,afraid,cautious
21,training,"Agent_cdc70 trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
21,dialogue,"Agent_86853 talks with Agent_ac126: ""Agent_86853: I've heard about you. I'm Agent_86853, and I'm here to offer help.
Agent_ac126: Who are you?
Agent_86853: I'm an agent from the government. I'm here to offer my help and protect you and the town.
Agent_ac126: What is the danger?
Agent_86853: The Entity is a deadly force that erases everyone who is at least 100 years old. We need to find a way to stop her before it's too late.
Agent_ac126: How""",N/A,N/A
21,intent,Agent_3d10e is preparing to fight the Entity.,hopeful,cautious
21,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
21,intent,Agent_ba26e is preparing to fight the Entity.,determined,cautious
21,training,"Agent_19c44 trained in the village: +2 health, +1 attack, +1 defense.",determined,empathetic
21,training,"Agent_78e3e trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious
21,training,"Agent_5f8a9 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,curious
21,training,"Agent_bec91 trained in the village: +1 health, +1 attack, +1 defense.",determined,empathetic
21,intent,Agent_56048 is preparing to fight the Entity.,determined,curious
21,training,"Agent_814e6 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,brave
22,dialogue,"Agent_c73dd talks with Agent_9e158: ""Agent_c73dd:
Agent_9e158, we're running out of time.""",N/A,N/A
22,training,"Agent_18dda trained in the village: +2 health, +1 attack, +1 defense.",determined,curious
22,intent,Agent_e7e63 is preparing to fight the Entity.,determined,empathetic
22,intent,Agent_e3113 is preparing to fight the Entity.,hopeful,curious
22,dialogue,"Agent_007b6 talks with Agent_09019: ""Agent_007b6: ""I'm glad we're not alone in this. I can't imagine what it would be like to face this Entity alone.
Agent_09019: ""I agree. We've been working together to gather intel on her movements. It's been stressful, but we're getting closer to understanding her patterns.
Agent_007b6: ""That's good to hear. I've also been thinking a lot about the people we've lost. Each one of them was someone's loved one.
Agent_09019: ""I know. It's hard to think about that, but""",N/A,N/A
22,dialogue,"Agent_dc6cb talks with Agent_c73dd: ""Agent_dc6cb: Hey there, Agent_c73dd. How's it going?
Agent_c73dd: Hey, Agent_dc6cb. Honestly, I'm scared. I've heard rumors of the Entity. I don't want to die.
Agent_dc6cb: Same here, Agent_c73dd. But we can't let fear stop us. We have to find a way to survive.
Agent_c73dd: You're right, Agent_dc6cb. I guess we should start by gathering more information about the Entity.
Agent_dc6cb: Agreed. And we should also come""",N/A,N/A
22,training,"Agent_07080 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave
22,training,"Agent_ac126 trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious
22,training,"Agent_d1876 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave
22,intent,Agent_fcca1 is preparing to fight the Entity.,determined,curious
22,training,"Agent_7077c trained in the village: +2 health, +0 attack, +1 defense.",determined,empathetic
22,dialogue,"Agent_20512 talks with Agent_a1e8a: ""---""",N/A,N/A
22,training,"Agent_22c84 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,curious
22,training,"Agent_09019 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,aggressive
22,dialogue,"Agent_742b1 talks with Agent_c44a6: ""---""",N/A,N/A
22,intent,Agent_b3042 is preparing to fight the Entity.,determined,curious
22,intent,Agent_a1e8a is preparing to fight the Entity.,hopeful,aggressive
22,intent,Agent_b0cdc is preparing to fight the Entity.,determined,aggressive
22,intent,Agent_a35f9 is preparing to fight the Entity.,determined,curious
22,training,"Agent_86364 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
22,intent,Agent_1164b is preparing to fight the Entity.,hopeful,curious
22,training,"Agent_7d1ba trained in the village: +1 health, +0 attack, +0 defense.",hopeful,curious
22,intent,Agent_b32fa is preparing to fight the Entity.,calm,cautious
22,training,"Agent_248d7 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious
22,intent,Agent_9e158 is preparing to fight the Entity.,hopeful,empathetic
22,intent,Agent_2ad13 is preparing to fight the Entity.,determined,brave
22,training,"Agent_de986 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
22,dialogue,"Agent_e957d talks with Agent_da3ff: ""Agent_e957d: Good morning, Agent_da3ff. How are you today?
Agent_da3ff: I'm feeling cautious, but hopeful. The Entity is still out there, but we can't give up hope.
Agent_e957d: I understand. I'm also feeling cautious, but I believe we can't let fear take over. We need to be strategic and think logically.
Agent_da3ff: Agreed. But how can we do that when our survival is at stake?
Agent_e957d: We can start by gathering as much information as possible. We need to know what the P""",N/A,N/A
22,intent,Agent_9f46d is preparing to fight the Entity.,determined,aggressive
22,dialogue,"Agent_cd3a2 talks with Agent_fcca1: ""Agent_cd3a2: Hey there Agent_fcca1, how are you doing today?""",N/A,N/A
22,rest,Agent_e3fcf took time to rest and feels more at peace.,hopeful,empathetic
22,rest,Agent_c39e9 took time to rest and feels more at peace.,calm,empathetic
22,intent,Agent_c44a6 is preparing to fight the Entity.,afraid,cautious
22,training,"Agent_86853 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
22,rest,Agent_3d10e took time to rest and feels more at peace.,hopeful,cautious
22,training,"Agent_f5759 trained in the village: +1 health, +1 attack, +1 defense.",determined,brave
22,dialogue,"Agent_cca20 talks with Agent_cdc70: ""Agent_cca20: ""Agent CDC70, we're not alone. The Entity is coming. We need to find a way to stop her before it's too late.""""",N/A,N/A
22,rest,Agent_ba26e took time to rest and feels more at peace.,determined,cautious
22,intent,Agent_19c44 is preparing to fight the Entity.,determined,empathetic
22,intent,Agent_78e3e is preparing to fight the Entity.,determined,cautious
22,intent,Agent_5f8a9 is preparing to fight the Entity.,hopeful,curious
22,training,"Agent_bec91 trained in the village: +1 health, +1 attack, +0 defense.",determined,empathetic
22,training,"Agent_65c82 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,brave
22,intent,Agent_56048 is preparing to fight the Entity.,determined,curious
22,intent,Agent_814e6 is preparing to fight the Entity.,hopeful,brave
23,training,"Agent_c73dd trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
23,rest,Agent_e3113 took time to rest and feels more at peace.,hopeful,curious
23,rest,Agent_007b6 took time to rest and feels more at peace.,hopeful,cautious
23,dialogue,"Agent_dc6cb talks with Agent_007b6: ""---""",N/A,N/A
23,training,"Agent_07080 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
23,rest,Agent_ac126 took time to rest and feels more at peace.,determined,cautious
23,training,"Agent_d1876 trained in the village: +1 health, +1 attack, +1 defense.",determined,brave
23,training,"Agent_fcca1 trained in the village: +1 health, +0 attack, +0 defense.",determined,curious
23,rest,Agent_da3ff took time to rest and feels more at peace.,determined,empathetic
23,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
23,intent,Agent_20512 is preparing to fight the Entity.,determined,empathetic
23,training,"Agent_22c84 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,curious
23,intent,Agent_09019 is preparing to fight the Entity.,hopeful,aggressive
23,rest,Agent_742b1 took time to rest and feels more at peace.,determined,curious
23,intent,Agent_b3042 is preparing to fight the Entity.,determined,curious
23,training,"Agent_a1e8a trained in the village: +2 health, +0 attack, +0 defense.",hopeful,aggressive
23,intent,Agent_b0cdc is preparing to fight the Entity.,determined,aggressive
23,intent,Agent_a35f9 is preparing to fight the Entity.,determined,curious
23,training,"Agent_86364 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
23,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
23,training,"Agent_7d1ba trained in the village: +1 health, +0 attack, +1 defense.",hopeful,curious
23,training,"Agent_b32fa trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious
23,intent,Agent_248d7 is preparing to fight the Entity.,hopeful,cautious
23,training,"Agent_9e158 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,empathetic
23,dialogue,"Agent_2ad13 talks with Agent_cdc70: ""---""",N/A,N/A
23,training,"Agent_de986 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave
23,training,"Agent_e957d trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious
23,intent,Agent_9f46d is preparing to fight the Entity.,determined,aggressive
23,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
23,rest,Agent_e3fcf took time to rest and feels more at peace.,hopeful,empathetic
23,rest,Agent_c39e9 took time to rest and feels more at peace.,calm,empathetic
23,training,"Agent_c44a6 trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious
23,rest,Agent_cdc70 took time to rest and feels more at peace.,determined,cautious
23,intent,Agent_86853 is preparing to fight the Entity.,determined,brave
23,intent,Agent_3d10e is preparing to fight the Entity.,hopeful,cautious
23,training,"Agent_ba26e trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
23,intent,Agent_19c44 is preparing to fight the Entity.,determined,empathetic
23,intent,Agent_78e3e is preparing to fight the Entity.,determined,cautious
23,intent,Agent_5f8a9 is preparing to fight the Entity.,hopeful,curious
23,intent,Agent_bec91 is preparing to fight the Entity.,determined,empathetic
23,training,"Agent_65c82 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,brave
23,training,"Agent_56048 trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
23,training,"Agent_814e6 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,brave
24,training,"Agent_c73dd trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
24,dialogue,"Agent_18dda talks with Agent_7077c: ""Agent_18dda: We have been threatened by the Entity for a long time now. I'm afraid that we may not have much time left.""",N/A,N/A
24,intent,Agent_e7e63 is preparing to fight the Entity.,determined,empathetic
24,dialogue,"Agent_007b6 talks with Agent_b0cdc: ""---""",N/A,N/A
24,dialogue,"Agent_dc6cb talks with Agent_3d10e: ""Agent_dc6cb: Hey Agent_3d10e, have you noticed anything strange happening around here lately?""",N/A,N/A
24,training,"Agent_07080 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave
24,intent,Agent_ac126 is preparing to fight the Entity.,determined,cautious
24,training,"Agent_d1876 trained in the village: +1 health, +1 attack, +1 defense.",determined,brave
24,intent,Agent_fcca1 is preparing to fight the Entity.,determined,curious
24,rest,Agent_da3ff took time to rest and feels more at peace.,determined,empathetic
24,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
24,training,"Agent_20512 trained in the village: +2 health, +0 attack, +1 defense.",determined,empathetic
24,training,"Agent_22c84 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,curious
24,training,"Agent_09019 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,aggressive
24,rest,Agent_742b1 took time to rest and feels more at peace.,determined,curious
24,training,"Agent_b3042 trained in the village: +1 health, +0 attack, +0 defense.",determined,curious
24,dialogue,"Agent_a1e8a talks with Agent_9f46d: ""Agent_a1e8a: ""Hello Agent_9f46d, are you okay?""""",N/A,N/A
24,intent,Agent_b0cdc is preparing to fight the Entity.,determined,aggressive
24,dialogue,"Agent_a35f9 talks with Agent_de986: ""---""",N/A,N/A
24,rest,Agent_6f7e7 took time to rest and feels more at peace.,hopeful,brave
24,training,"Agent_86364 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
24,dialogue,"Agent_1164b talks with Agent_cd3a2: ""Agent_1164b: ""Hello, Agent_cd3a2! How's it going?""""",N/A,N/A
24,training,"Agent_7d1ba trained in the village: +2 health, +1 attack, +1 defense.",hopeful,curious
24,training,"Agent_248d7 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,cautious
24,training,"Agent_9e158 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,empathetic
24,training,"Agent_2ad13 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
24,dialogue,"Agent_e957d talks with Agent_814e6: ""Agent_e957d: ""Hello Agent_814e6, I see the Entity is still a threat. I'm glad we have each other.""""",N/A,N/A
24,intent,Agent_9f46d is preparing to fight the Entity.,determined,aggressive
24,rest,Agent_e3fcf took time to rest and feels more at peace.,hopeful,empathetic
24,rest,Agent_c39e9 took time to rest and feels more at peace.,calm,empathetic
24,intent,Agent_c44a6 is preparing to fight the Entity.,determined,cautious
24,rest,Agent_cdc70 took time to rest and feels more at peace.,determined,cautious
24,training,"Agent_3d10e trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious
24,training,"Agent_f5759 trained in the village: +2 health, +0 attack, +0 defense.",determined,brave
24,training,"Agent_cca20 trained in the village: +2 health, +1 attack, +1 defense.",determined,curious
24,intent,Agent_19c44 is preparing to fight the Entity.,determined,empathetic
24,training,"Agent_78e3e trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious
24,rest,Agent_5f8a9 took time to rest and feels more at peace.,hopeful,curious
24,training,"Agent_bec91 trained in the village: +1 health, +1 attack, +1 defense.",determined,empathetic
24,rest,Agent_65c82 took time to rest and feels more at peace.,hopeful,brave
24,rest,Agent_56048 took time to rest and feels more at peace.,determined,curious
24,training,"Agent_814e6 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,brave
24,entity_attack,Entity killed Agent_d1876 while defending herself.,N/A,N/A
24,travel_to_entity,"Agent_e7e63 traveled to the Entity: -12 HP, +8 days.",anxious,empathetic
24,travel_to_entity,"Agent_e3113 traveled to the Entity: -15 HP, +6 days.",afraid,curious
24,travel_to_entity,"Agent_07080 traveled to the Entity: -12 HP, +9 days.",anxious,brave
24,travel_to_entity,"Agent_fcca1 traveled to the Entity: -6 HP, +6 days.",anxious,curious
24,travel_to_entity,"Agent_7077c traveled to the Entity: -10 HP, +5 days.",afraid,empathetic
24,travel_to_entity,"Agent_6f7e7 traveled to the Entity: -15 HP, +9 days.",afraid,brave
24,travel_to_entity,"Agent_7d1ba traveled to the Entity: -5 HP, +8 days.",afraid,curious
24,travel_to_entity,"Agent_2ad13 traveled to the Entity: -8 HP, +10 days.",anxious,brave
24,travel_to_entity,"Agent_de986 traveled to the Entity: -6 HP, +5 days.",afraid,brave
24,travel_to_entity,"Agent_c44a6 traveled to the Entity: -7 HP, +5 days.",anxious,cautious
24,travel_to_entity,"Agent_cdc70 traveled to the Entity: -7 HP, +8 days.",afraid,cautious
24,travel_to_entity,"Agent_3d10e traveled to the Entity: -11 HP, +5 days.",afraid,cautious
24,travel_to_entity,"Agent_65c82 traveled to the Entity: -14 HP, +8 days.",afraid,brave
24,entity_defense,Entity killed Agent_6f7e7 while defending herself.,N/A,N/A
25,dialogue,"Agent_9f46d talks with Agent_b0cdc: ""Agent_9f46d: Hey Agent_b0cdc, do you have any news?""",afraid,aggressive
25,dialogue,"Agent_e957d talks with Agent_a35f9: ""Agent_e957d: What is it, Agent? Have you found anything?""",afraid,cautious
25,dialogue,"Agent_7077c talks with Agent_e957d: ""Agent_7077c: Agent_e957d, I can't help but think of the Entity every moment of the day. It's like a ticking clock, counting down to our own demise.""",afraid,empathetic
25,dialogue,"Agent_e3113 talks with Agent_cca20: ""---""",anxious,curious
25,dialogue,"Agent_5f8a9 talks with Agent_814e6: ""---""",anxious,curious
25,dialogue,"Agent_de986 talks with Agent_78e3e: ""---""",afraid,brave
25,dialogue,"Agent_86364 talks with Agent_3d10e: ""---""",hopeful,brave
25,dialogue,"Agent_09019 talks with Agent_e957d: ""---""",determined,aggressive
25,dialogue,"Agent_bec91 talks with Agent_e957d: ""---""",anxious,empathetic
25,dialogue,"Agent_ac126 talks with Agent_de986: ""---""",afraid,cautious
25,dialogue,"Agent_248d7 talks with Agent_e3fcf: ""---""",determined,cautious
25,dialogue,"Agent_cdc70 talks with Agent_f5759: ""Agent_cdc70: Agent_f5759, have you heard anything about the Entity?""",afraid,cautious
25,dialogue,"Agent_65c82 talks with Agent_5f8a9: ""Agent_65c82: Hey Agent 5f8a9, have you been thinking about the Entity lately?
Agent_5f8a9: Yes, I have. It's hard not to.
Agent_65c82: I know, I've been feeling so anxious about it. I can't help but think about how much we're all counting on each other to stay safe.
Agent_5f8a9: Yeah, it's definitely a lot of pressure. But we can't let that stop us from doing what needs to be done.
Agent_65c82: I agree. We have to keep each other updated,""",anxious,brave
25,dialogue,"Agent_b3042 talks with Agent_2ad13: ""---""",anxious,curious
25,dialogue,"Agent_2ad13 talks with Agent_dc6cb: ""---""",anxious,brave
25,dialogue,"Agent_1164b talks with Agent_09019: ""---""",afraid,curious
25,dialogue,"Agent_22c84 talks with Agent_cca20: ""Agent_22c84: Hey, Agent_cca20. I'm really worried.""",anxious,curious
25,dialogue,"Agent_9e158 talks with Agent_e3fcf: ""Agent_9e158: ""Hey, Agent_e3fcf. Have you seen anything strange lately? I'm worried about the Entity. She's getting closer to our town.""""",hopeful,empathetic
25,dialogue,"Agent_a35f9 talks with Agent_07080: ""---""",hopeful,curious
25,dialogue,"Agent_78e3e talks with Agent_18dda: ""---""",afraid,cautious
25,dialogue,"Agent_cca20 talks with Agent_de986: ""Agent_cca20: ""Hey, I heard about the Entity. It's a good thing we're young. I'm worried about the old people. They're getting older and older, and we're not ready for it yet.""""",anxious,curious
25,dialogue,"Agent_fcca1 talks with Agent_3d10e: ""Agent_fcca1: ""I can't believe the Entity is still out there. Every year we lose more people, and it's only getting worse.""""",hopeful,curious
25,dialogue,"Agent_dc6cb talks with Agent_e3fcf: ""Agency: Agent_dc6cb""",hopeful,curious
25,dialogue,"Agent_c39e9 talks with Agent_c44a6: ""---""",anxious,empathetic
25,dialogue,"Agent_18dda talks with Agent_cca20: ""Agent_18dda: Hey Agent_cca20, are you scared too?""",afraid,curious
25,dialogue,"Agent_3d10e talks with Agent_c39e9: ""Agent_3d10e: ""I'm glad you're here, Agent. I've been feeling a bit hopeless lately. It's hard to see so many people disappearing every year. We need to come up with a plan.""""",anxious,cautious
25,dialogue,"Agent_814e6 talks with Agent_de986: ""---""",anxious,brave
25,dialogue,"Agent_07080 talks with Agent_c44a6: ""Agent_07080: ""Hey Agent_c44a6. How's it going? Are you scared of the Entity?""""",afraid,brave
25,dialogue,"Agent_742b1 talks with Agent_5f8a9: ""Agent_742b1: ""Hey there, Agent_5f8a9. It's been a while since we've seen each other.""""",anxious,curious
25,dialogue,"Agent_c73dd talks with Agent_65c82: ""Agent_c73dd: ""Hey, Agent 65c82. Are you okay? You look pretty shaken up.""""",anxious,cautious
25,dialogue,"Agent_b0cdc talks with Agent_7d1ba: ""---""",determined,aggressive
25,dialogue,"Agent_cd3a2 talks with Agent_22c84: ""---""",determined,curious
25,dialogue,"Agent_b32fa talks with Agent_dc6cb: ""Agent_b32fa: Hi Agent_dc6cb. I trust you are doing well?
Agent_dc6cb: Hello Agent_b32fa. Yes, I'm doing well.
Agent_b32fa: Great, I've been worried about you since you were last online.
Agent_dc6cb: I know, Agent_b32fa. But I'm managing.
Agent_b32fa: That's good. But the Entity is getting closer.
Agent_dc6cb: Yes, I know. I can't help but feel a bit scared.
Agent_b32fa: I understand. We all feel scared""",hopeful,cautious
25,dialogue,"Agent_e3fcf talks with Agent_cdc70: ""Agent_e3fcf: Hey, Agent_cdc70! You look worried. What's going on?""",anxious,empathetic
25,dialogue,"Agent_ba26e talks with Agent_e3113: ""---""",anxious,cautious
25,dialogue,"Agent_56048 talks with Agent_1164b: ""Agent_56048: Agent_1164b, the Entity is becoming more active. We need to do something before it's too late.""",determined,curious
25,dialogue,"Agent_007b6 talks with Agent_b3042: ""Agent_007b6: I'm so afraid of the Entity. Every time I see someone who's old enough, I think they're going to disappear.
Agent_b3042: I know what you mean. I've lost so many friends to the Entity. But we have to stay strong and keep fighting.
Agent_007b6: But how do we know if we're doing the right thing? We don't even know what the Entity wants.
Agent_b3042: We don't know everything, but we do know that we have to protect ourselves and our community. That's all we can do""",afraid,cautious
25,dialogue,"Agent_20512 talks with Agent_19c44: ""---""",anxious,empathetic
25,dialogue,"Agent_7d1ba talks with Agent_09019: ""---""",determined,curious
25,dialogue,"Agent_e7e63 talks with Agent_78e3e: ""---""",anxious,empathetic
25,dialogue,"Agent_86853 talks with Agent_da3ff: ""Agent_86853: (in a worried tone) I can't believe this is happening. We're all going to die.
Agent_da3ff: I know, it's terrifying. But we have to stay calm and think logically.
Agent_86853: (nods) You're right. We need to find a way to stop the Entity before it's too late.
Agent_da3ff: I agree. And we have to start by figuring out what we know about the Entity and its behavior.
Agent_86853: (pauses) Well, we know that it erases people who are""",anxious,brave
25,dialogue,"Agent_a1e8a talks with Agent_bec91: ""---""",anxious,aggressive
25,dialogue,"Agent_19c44 talks with Agent_007b6: ""---""",afraid,empathetic
25,dialogue,"Agent_f5759 talks with Agent_1164b: ""Agent_f5759: (stammering) I don't know what to do. Every time I hear the Entity, I feel a shiver run down my spine.""",afraid,brave
25,dialogue,"Agent_da3ff talks with Agent_dc6cb: ""Agent_da3ff: I've been thinking a lot lately about the Entity. It's getting scarier and scarier.""",hopeful,empathetic
25,dialogue,"Agent_c44a6 talks with Agent_78e3e: ""Agent_c44a6: ""What do you think the Entity is going to do next?""""",afraid,cautious
25,intent,Agent_9f46d is preparing to fight the Entity.,afraid,aggressive
25,rest,Agent_e957d took time to rest and feels more at peace.,calm,cautious
25,intent,Agent_7077c is preparing to fight the Entity.,afraid,empathetic
25,rest,Agent_e3113 took time to rest and feels more at peace.,calm,curious
